100 Years of Chemical Weapons,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Wq6zR55vgis/story01.htm,"MTorrice writes This year marks the 100th anniversary of the first large-scale use of chemical weapons during World War I. Sarah Everts at Chemical &amp; Engineering News remembers the event with a detailed account of the day in 1915 when the German Army released chlorine gas on its enemies, igniting a chemical arms race. Read the diaries of soldiers involved in the first gas attack. By the end of WWI, scientists working for both warring parties had evaluated some 3,000 different chemicals for use as weapons. Even though poison gas didn't end up becoming an efficient killing weapon on WWI battlefields&mdash;it was responsible for less than 1% of WWI's fatalities--its adoption set a precedent for using chemicals to murder en masse. In the past century, poison gas has killed millions of civilians around the world: commuters on the Tokyo subway, anti-government demonstrators in Syria, and those incarcerated in Third Reich concentration camps. Everts profiles chemist Fritz Haber, the man who lobbied to unleash the gas that day in 1915.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=100+Years+of+Chemical+Weapons%3A+http%3A%2F%2Fbit.ly%2F1Ao6E6a""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F02%2F23%2F1533213%2F100-years-of-chemical-weapons%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/02/23/1533213/100-years-of-chemical-weapons?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/15/02/23/1533213/100-years-of-chemical-weapons?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7004497&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43b501b3/sc/7/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/a2.htm""><img src=""http://da.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166476933/u/49/f/647410/c/35028/s/43b501b3/sc/7/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/Wq6zR55vgis"" height=""1"" width=""1"" alt=""""/>"
"A Star Passed Through the Solar System Just 70,000 Years Ago (Universe Today)",http://news.feedzilla.com/en_us/stories/science/422129070?client_source=api&format=json,"Astronomers have reported the discovery of a star that passed within the outer
reaches of our Solar System just 70,000 years ago, when early humans were
beginning to take a foothold here on Earth. The stellar flyby was likely close
enough to have influenced the orbits of comets in the outer Oort Cloud, but
Neandertals […]

"
Ancient and Modern People Followed Same Mathematical Rule To Build Cities,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/PGH8ATT1pdE/story01.htm,"An anonymous reader writes with news of a study that shows similarities in how cities are built throughout time. ""A study of archeological data from ancient Mexican settlements reveals remarkable similarities between pre-Colombian cities and modern ones, lending support to the idea that urban spaces are shaped by universal social behaviors. Sure, each city has its own local quirks, architecture, language and cuisine. But recently, some theoretical scientists have started to find there are universal laws that shape all urban spaces. And a new study suggests the same mathematical rules might apply to ancient settlements, too. Using archaeological data from the ruins of Tenochtitlan and thousands of other sites around it in Mexico, researchers found that private houses and public monuments were built in predictable ways.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ancient+and+Modern+People+Followed+Same+Mathematical+Rule+To+Build+Cities%3A+http%3A%2F%2Fbit.ly%2F18g047v""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F02%2F23%2F1524220%2Fancient-and-modern-people-followed-same-mathematical-rule-to-build-cities%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/02/23/1524220/ancient-and-modern-people-followed-same-mathematical-rule-to-build-cities?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/15/02/23/1524220/ancient-and-modern-people-followed-same-mathematical-rule-to-build-cities?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7004465&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43b4b8e2/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166439415/u/49/f/647410/c/35028/s/43b4b8e2/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/PGH8ATT1pdE"" height=""1"" width=""1"" alt=""""/>"
Apple To Invest $2B Building Green Data Centers In Ireland and Denmark,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/ToUofexQYH0/story01.htm,"stephendavion writes Amid deeper investigations into how Apple may be using its operations in Ireland as a means for tax avoidance on tens of billions of dollars in profit, the iPhone maker has announced that it will spend nearly $2 billion (&euro;1.7 billion) to develop two new 100% renewable energy data centers in Europe. The centers &mdash; which will use wind power and other green fuel sources &mdash; will be located in Athenry, Ireland, and Viborg, Denmark. Apple said that they will power services such as apps in the App Store, Siri and iMessage. Both locations will run on 100 percent renewable energy and Apple said they will have the 'lowest environmental impact' of its data centers thus far. It will also be following in the footsteps of companies like Facebook, which has also built sustainable data center operations out in Europe.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple+To+Invest+%242B+Building+Green+Data+Centers+In+Ireland+and+Denmark%3A+http%3A%2F%2Fbit.ly%2F17MZg99""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F15%2F02%2F23%2F1259258%2Fapple-to-invest-2b-building-green-data-centers-in-ireland-and-denmark%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/15/02/23/1259258/apple-to-invest-2b-building-green-data-centers-in-ireland-and-denmark?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/15/02/23/1259258/apple-to-invest-2b-building-green-data-centers-in-ireland-and-denmark?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7004135&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43b3a688/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/ToUofexQYH0"" height=""1"" width=""1"" alt=""""/>"
"Baby formula poses higher arsenic risk to newborns than breast milk, Dartmouth study shows (Eurekalert)",http://news.feedzilla.com/en_us/stories/science/422462592?client_source=api&format=json,"(_Dartmouth College_) In the first US study of urinary arsenic in babies,
Dartmouth College researchers found that formula-fed infants had higher
arsenic levels than breast-fed infants, and that breast milk itself contained
very low arsenic concentrations.

"
Better Home Insulation Needed to Ward Off Chemical Exposure (Scientific American),http://news.feedzilla.com/en_us/stories/science/422114264?client_source=api&format=json,"Alternatives to methylene diphenyl diisocyanate are more expensive but perhaps
safer for your lungs and more


-- Read more on ScientificAmerican.com

"
Brain Imaging Shows Abnormal White Matter Areas In the Brains of Stutterers,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/UZ672mZFiAk/story01.htm,"n01 writes: Stuttering &mdash; a speech disorder in which sounds, syllables or words are repeated or prolonged &mdash; affects more than 70 million people, or about 1% of the population, worldwide. Once treated as a psychological or emotional condition, stuttering can now be traced to brain neuroanatomy and physiology. Two new studies from UC Santa Barbara researchers provide insight into the treatment of the speech disorder as well as understanding its physiological basis. The first paper, published in the American Journal of Speech-Language Pathology, finds that the MPI stuttering treatment program, a new treatment developed at UCSB, was twice as effective as the standard best practices protocol. The second study, which appears in the Journal of Speech, Language, and Hearing Research, uses diffusion spectrum imaging (DSI) in an MRI scanner to identify abnormal areas of white matter in the brains of adult stutterers. According to co-author Janis Ingham, a professor emerita of speech and hearing sciences at UCSB and co-author of both papers, the two studies taken together demonstrate two critical points: A neuroanatomic abnormality exists in the brains of people who stutter, yet they can learn to speak fluently in spite of it.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Brain+Imaging+Shows+Abnormal+White+Matter+Areas+In+the+Brains+of+Stutterers%3A+http%3A%2F%2Fbit.ly%2F1ADPznR""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F02%2F23%2F2345256%2Fbrain-imaging-shows-abnormal-white-matter-areas-in-the-brains-of-stutterers%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/02/23/2345256/brain-imaging-shows-abnormal-white-matter-areas-in-the-brains-of-stutterers?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/15/02/23/2345256/brain-imaging-shows-abnormal-white-matter-areas-in-the-brains-of-stutterers?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7005451&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43b7a325/sc/38/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/a2.htm""><img src=""http://da.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166446143/u/49/f/647410/c/35028/s/43b7a325/sc/38/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/UZ672mZFiAk"" height=""1"" width=""1"" alt=""""/>"
Companies of Several Indian Billionaires Embroiled In A Case Of Corporate Espionage (Forbes),http://news.feedzilla.com/en_us/stories/science/422478989?client_source=api&format=json,"Five employees of companies controlled by four of India's most prominent
tycoons, including billionaire brothers Mukesh Ambani and Anil Ambani, were
arrested over the weekend in a case of corporate espionage that alleges theft
of documents from government offices, according to media reports.

"
Diaper Material Brings Nanoscale Resolution to Ordinary Microscopes (Scientific American),http://news.feedzilla.com/en_us/stories/science/422114686?client_source=api&format=json,"Absorbent makes brain tissue bigger, enabling optical microscopes to resolve
features down to 60 nanometers


-- Read more on ScientificAmerican.com

"
Egg-laying season starts at California condor breeding sites (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/422121986?client_source=api&format=json,"BOISE, Idaho (AP) -- Egg-laying season has started at four breeding facilities
for captive California condors, North America's largest bird....

"
